Barcode	cell_types	UMAP_1	UMAP_2
BC000280-1	Naive	4.5642	-0.0169
BC003925-1	Act2	3.3239	-2.1580
BC002131-1	Th17	-3.8903	3.2705
BC001671-1	Th17	-3.9471	3.8200
BC003169-1	Th_CTL_like	0.6948	-4.6564
BC003740-1	Act2	3.8618	-2.4370
BC003366-1	Th_CTL_like	0.3852	-4.7195
BC001473-1	Th17	-3.6826	4.0170
BC002584-1	Tregs	-4.6768	0.6204
BC000450-1	Naive	4.4186	-0.3186
BC002308-1	Th17	-3.8343	3.6156
BC003763-1	Act2	3.6029	-4.3343
BC002979-1	Act_circ	-3.7669	-3.1785
BC003777-1	Act2	4.3238	-3.9781
BC003309-1	Th_CTL_like	0.7162	-5.1148
BC002190-1	Th17	-2.7562	3.9961
BC001007-1	Th2	0.2672	4.6474
BC001551-1	Th17	-3.3624	3.6080
BC003939-1	Act2	3.0352	-2.7081
BC001566-1	Th17	-3.7029	2.2368
BC003519-1	Act2	3.1704	-3.3912
BC003858-1	Act2	4.0478	-2.8736
BC002570-1	Tregs	-3.6922	-0.0544
BC000092-1	Naive	4.7048	0.2902
BC001847-1	Th17	-3.3861	1.8060
BC003940-1	Act2	3.0174	-3.4884
BC000452-1	Naive	5.2812	0.3705
BC000156-1	Naive	3.0579	0.7718
BC001789-1	Th17	-3.9376	4.1285
BC002816-1	Act_circ	-3.1537	-2.4255
BC000827-1	Tfh	3.9149	3.0008
BC002980-1	Act_circ	-2.3283	-3.2332
BC000809-1	Tfh	3.9047	2.9635
BC000230-1	Naive	5.5968	0.7406
BC001226-1	Th17	-5.0044	3.4685
BC003193-1	Th_CTL_like	-0.0537	-5.1558
BC003543-1	Act2	3.3422	-3.2974
BC003980-1	Act2	3.6002	-3.5338
BC000166-1	Naive	4.3050	0.5325
BC002214-1	Th17	-3.1950	3.0653
BC002085-1	Th17	-3.9516	3.2757
BC003125-1	Th_CTL_like	-0.1943	-6.2802
BC000998-1	Th2	-0.7403	5.3248
BC001342-1	Th17	-3.8994	2.7644
BC002251-1	Th17	-4.3027	2.6887
BC002186-1	Th17	-3.8137	3.7052
BC001952-1	Th17	-4.2958	5.9301
BC001599-1	Th17	-3.7361	3.6455
BC001781-1	Th17	-3.1352	3.3479
BC000718-1	Tfh	3.7738	4.0283
BC003657-1	Act2	3.4510	-4.3132
BC001467-1	Th17	-3.3623	4.0733
BC000489-1	Tfh	3.4604	3.6858
BC001107-1	Th2	-0.8019	4.8118
BC001708-1	Th17	-2.9568	3.9352
BC000574-1	Tfh	2.4513	3.7832
BC002140-1	Th17	-2.1946	2.5618
BC003323-1	Th_CTL_like	0.0047	-4.9748
BC002230-1	Th17	-3.5174	3.3054
BC001483-1	Th17	-4.6130	4.0939
BC002509-1	Tregs	-4.7242	-0.3935
BC001569-1	Th17	-3.6071	3.2558
BC002334-1	Th17	-3.4113	3.2449
BC003522-1	Act2	3.2582	-4.4280
BC002662-1	Tregs	-5.0489	-1.2333
BC000548-1	Tfh	4.1781	4.3437
BC003719-1	Act2	3.9524	-2.7765
BC003446-1	Th_CTL_like	-0.1165	-5.1553
BC001697-1	Th17	-3.0653	3.5483
BC003181-1	Th_CTL_like	-0.6052	-5.1272
BC002181-1	Th17	-3.7585	3.9780
BC003804-1	Act2	3.2305	-2.7637
BC001828-1	Th17	-4.5229	2.8770
BC001238-1	Th17	-3.9500	4.7637
BC000985-1	Th2	-0.6638	3.8643
BC001143-1	Th2	-0.0122	5.7813
BC003401-1	Th_CTL_like	0.6071	-4.9655
BC003082-1	Act_circ	-2.7482	-2.6473
BC001302-1	Th17	-4.0216	2.9796
BC002285-1	Th17	-2.7042	2.8049
BC002564-1	Tregs	-5.7668	-0.1330
BC002575-1	Tregs	-6.0505	0.8950
BC002376-1	Th17	-4.0439	2.9929
BC003727-1	Act2	2.8955	-3.7706
BC003241-1	Th_CTL_like	0.3091	-5.6671
BC001018-1	Th2	-1.1217	5.3021
BC003231-1	Th_CTL_like	-0.1991	-5.2704
BC001397-1	Th17	-5.2983	4.1331
BC001734-1	Th17	-3.6495	3.7408
BC001518-1	Th17	-3.2935	3.5598
BC001964-1	Th17	-2.9166	4.8626
BC003153-1	Th_CTL_like	0.8693	-5.3461
BC002379-1	Tregs	-4.4527	0.0298
BC002163-1	Th17	-3.8501	2.8603
BC002200-1	Th17	-4.6444	4.2897
BC003417-1	Th_CTL_like	-0.0988	-5.3680
BC002113-1	Th17	-1.4766	3.0833
BC001544-1	Th17	-3.1756	3.6101
BC003555-1	Act2	3.8891	-3.3533
BC002604-1	Tregs	-5.6241	-0.3431
BC003516-1	Act2	2.9478	-2.9763
BC000271-1	Naive	6.0636	-0.7120
BC002322-1	Th17	-3.9583	3.9898
BC002638-1	Tregs	-5.3286	-1.4968
BC003495-1	Act2	3.2281	-4.3376
BC000773-1	Tfh	4.1941	3.3668
BC000825-1	Tfh	3.3637	3.9901
BC002964-1	Act_circ	-3.4906	-3.1797
BC000858-1	Th2	1.4108	6.2269
BC001284-1	Th17	-3.1711	3.5668
BC003355-1	Th_CTL_like	-2.0289	-3.9496
BC003069-1	Act_circ	-2.5264	-2.9421
BC001023-1	Th2	0.7729	4.7444
BC003500-1	Act2	2.9953	-3.4171
BC000907-1	Th2	-0.2124	5.2849
BC003853-1	Act2	4.7432	-2.4792
BC001883-1	Th17	-2.8928	2.8966
BC002001-1	Th17	-3.8316	3.1615
BC000495-1	Tfh	3.0997	3.9252
BC001404-1	Th17	-3.0702	3.7299
BC003043-1	Act_circ	-3.1749	-3.9295
BC000947-1	Th2	-0.3816	5.0906
BC002918-1	Act_circ	-2.8551	-4.1131
BC001441-1	Th17	-3.6594	3.5898
BC003006-1	Act_circ	-1.0370	-3.8993
BC003374-1	Th_CTL_like	-0.5748	-5.5021
BC000597-1	Tfh	2.8151	3.8481
BC002288-1	Th17	-2.4601	3.4911
BC003726-1	Act2	1.7532	-3.7579
BC001123-1	Th2	0.0537	4.1295
BC002755-1	Act_circ	-4.1826	-2.1817
BC002433-1	Tregs	-5.4994	-0.1055
BC002797-1	Act_circ	-2.7971	-3.5108
BC000125-1	Naive	5.5627	0.8874
BC002009-1	Th17	-3.7903	4.8666
BC002099-1	Th17	-4.5419	3.1276
BC002220-1	Th17	-4.0520	3.4416
BC000456-1	Naive	5.9189	-0.2543
BC000184-1	Naive	4.4986	1.0328
BC002928-1	Act_circ	-3.0260	-3.8284
BC000389-1	Naive	5.5422	0.1780
BC001930-1	Th17	-4.2291	2.4272
BC001171-1	Th17	-3.8360	3.1307
BC001632-1	Th17	-3.0595	4.2604
BC001753-1	Th17	-2.9623	4.2360
BC003563-1	Act2	3.0316	-3.5057
BC001094-1	Th2	0.7452	5.0120
BC000622-1	Tfh	3.6134	2.5099
BC001907-1	Th17	-3.2783	3.1513
BC002265-1	Th17	-4.4717	3.9975
BC001775-1	Th17	-3.3131	2.6401
BC002574-1	Tregs	-6.0070	1.2255
BC001006-1	Th2	0.4388	6.4781
BC001048-1	Th2	-0.2418	4.3261
BC001778-1	Th17	-3.8615	3.4944
BC001033-1	Th2	0.3440	5.1540
BC002559-1	Tregs	-6.1813	-1.0090
BC002368-1	Th17	-2.7671	2.2152
BC000599-1	Tfh	3.1645	3.5900
BC000313-1	Naive	6.6360	1.5019
BC000227-1	Naive	5.7217	0.8751
BC000839-1	Th2	-0.4166	5.7578
BC002925-1	Act_circ	-4.4461	-4.2082
BC002453-1	Tregs	-5.4677	-0.5673
BC001197-1	Th17	-3.1511	3.9923
BC002142-1	Th17	-3.8614	3.6153
BC002086-1	Th17	-4.7441	4.2147
BC000560-1	Tfh	3.5531	3.1569
BC002947-1	Act_circ	-3.2748	-3.5232
BC000135-1	Naive	5.5933	0.3535
BC000123-1	Naive	4.4457	0.8206
BC000722-1	Tfh	3.9161	3.7913
BC003684-1	Act2	2.8180	-3.6594
BC001045-1	Th2	0.1636	3.5781
BC002169-1	Th17	-4.5280	3.5922
BC000896-1	Th2	0.6085	3.4257
BC002081-1	Th17	-3.9572	3.2162
BC002300-1	Th17	-3.3499	3.6352
BC001999-1	Th17	-4.7557	3.3232
BC000302-1	Naive	4.1575	-0.1251
BC001549-1	Th17	-3.5184	3.8534
BC000347-1	Naive	5.2353	1.3591
BC000200-1	Naive	4.7385	0.0277
BC001354-1	Th17	-3.3343	3.2890
BC000983-1	Th2	-0.7032	6.6209
BC003498-1	Act2	2.8514	-3.4974
BC002882-1	Act_circ	-3.7047	-3.4559
BC001334-1	Th17	-2.7756	2.6355
BC000846-1	Th2	-0.5540	5.5542
BC003206-1	Th_CTL_like	0.1334	-4.6249
BC000403-1	Naive	5.0297	-0.1072
BC002045-1	Th17	-3.5429	3.7513
BC003458-1	Act2	5.4329	-4.1092
BC000571-1	Tfh	4.7481	3.3695
BC003152-1	Th_CTL_like	-1.9447	-5.4672
BC003282-1	Th_CTL_like	0.0848	-4.6128
BC001807-1	Th17	-2.7594	3.2970
BC002903-1	Act_circ	-2.5994	-3.4173
BC003607-1	Act2	1.9569	-3.1666
BC002231-1	Th17	-3.0354	3.2657
BC003603-1	Act2	4.4589	-3.3192
BC002030-1	Th17	-3.5233	4.2529
BC003705-1	Act2	3.4910	-4.5870
BC002818-1	Act_circ	-2.8051	-3.6199
BC000346-1	Naive	4.4717	-0.2700
BC001668-1	Th17	-2.6936	3.2087
BC003397-1	Th_CTL_like	0.4140	-6.5282
BC000459-1	Naive	5.7659	0.6386
BC000077-1	Naive	4.5897	0.0647
BC002318-1	Th17	-3.8136	3.0176
BC003492-1	Act2	4.1720	-3.3809
BC003435-1	Th_CTL_like	0.4677	-3.9341
BC000967-1	Th2	-0.7241	3.7543
BC001267-1	Th17	-4.3543	3.0163
BC003506-1	Act2	2.0374	-3.3551
BC000510-1	Tfh	3.3492	3.4932
BC000665-1	Tfh	3.0623	3.1180
BC002615-1	Tregs	-5.2430	-0.2735
BC000396-1	Naive	5.3164	0.8292
BC000880-1	Th2	-0.2703	5.5683
BC002936-1	Act_circ	-3.2672	-3.5425
BC001137-1	Th2	-0.5554	5.0794
BC003651-1	Act2	4.6249	-2.7423
BC002122-1	Th17	-3.1162	4.4348
BC001670-1	Th17	-3.9037	2.2994
BC003080-1	Act_circ	-3.7309	-3.9131
BC000219-1	Naive	6.1417	0.0704
BC002209-1	Th17	-2.2099	3.7570
BC001542-1	Th17	-3.9267	3.9472
BC001203-1	Th17	-3.4818	3.8321
BC001749-1	Th17	-3.0730	3.1440
BC001638-1	Th17	-3.5444	2.3777
BC000417-1	Naive	3.7423	-0.0833
BC003004-1	Act_circ	-2.7095	-4.1538
BC001032-1	Th2	1.2967	4.6253
BC001709-1	Th17	-2.9517	3.8427
BC001000-1	Th2	0.0283	4.8773
BC001337-1	Th17	-2.7510	4.1227
BC001806-1	Th17	-2.1611	3.3600
BC000660-1	Tfh	4.8345	3.7406
BC001091-1	Th2	-1.1449	4.9394
BC003172-1	Th_CTL_like	0.3881	-5.6796
BC000006-1	Naive	4.8740	0.1871
BC002331-1	Th17	-3.8511	4.2567
BC003896-1	Act2	4.7563	-4.2412
BC002513-1	Tregs	-4.4612	-0.9484
BC000080-1	Naive	6.0557	-0.5232
BC000789-1	Tfh	3.3743	3.7505
BC003647-1	Act2	2.8041	-4.5634
BC000580-1	Tfh	3.0360	3.3276
BC000232-1	Naive	4.7820	-0.5468
BC002204-1	Th17	-3.0219	3.0722
BC002756-1	Act_circ	-3.7718	-3.4134
BC000264-1	Naive	4.0956	-0.6895
BC002383-1	Tregs	-5.0156	-0.2610
BC000088-1	Naive	5.3799	0.1768
BC000759-1	Tfh	3.9809	5.7874
BC000614-1	Tfh	3.6195	4.4817
BC001622-1	Th17	-2.8536	2.8556
BC003475-1	Act2	3.3382	-3.4576
BC000624-1	Tfh	3.1130	1.9742
BC002402-1	Tregs	-5.9189	-0.0093
BC000908-1	Th2	-0.2777	5.3606
BC001112-1	Th2	-0.8014	3.4728
BC000680-1	Tfh	4.3424	2.4782
BC001634-1	Th17	-3.8458	3.2219
BC001672-1	Th17	-3.6950	4.0518
BC001936-1	Th17	-4.5358	3.8522
BC000688-1	Tfh	3.5266	5.2395
BC000488-1	Tfh	4.2668	2.5007
BC001626-1	Th17	-3.4425	4.0482
BC001947-1	Th17	-3.1911	3.0337
BC000714-1	Tfh	3.2511	3.6535
BC003769-1	Act2	2.4067	-3.5769
BC000050-1	Naive	5.3042	1.2027
BC001539-1	Th17	-4.5450	3.2573
BC003031-1	Act_circ	-2.4377	-2.4961
BC001209-1	Th17	-3.7214	2.9366
BC002663-1	Tregs	-5.3466	0.2758
BC002519-1	Tregs	-4.6864	0.0884
BC002906-1	Act_circ	-3.5658	-4.6980
BC002343-1	Th17	-3.4701	3.4430
BC002076-1	Th17	-4.2500	4.3353
BC003838-1	Act2	3.2541	-3.4485
BC001169-1	Th17	-3.5268	4.2663
BC001276-1	Th17	-2.7956	4.0995
BC001228-1	Th17	-3.3848	4.1483
BC001106-1	Th2	0.1918	6.1604
BC002796-1	Act_circ	-2.4408	-3.5247
BC001995-1	Th17	-3.9881	4.3123
BC001593-1	Th17	-4.6647	2.9105
BC003529-1	Act2	4.1980	-2.3632
BC002471-1	Tregs	-4.0483	-0.4453
BC002250-1	Th17	-4.2404	3.1344
BC003501-1	Act2	3.2481	-4.3431
BC003948-1	Act2	3.3999	-4.2960
BC003731-1	Act2	3.3690	-2.9293
BC000371-1	Naive	5.2087	-0.1562
BC003952-1	Act2	2.4368	-3.5839
BC001030-1	Th2	-0.1160	4.9470
BC000369-1	Naive	4.5437	-0.7739
BC003609-1	Act2	3.7996	-3.3209
BC002953-1	Act_circ	-3.5815	-3.9928
BC002753-1	Act_circ	-4.0222	-3.4808
BC001028-1	Th2	0.1278	4.6198
BC001687-1	Th17	-3.3169	2.5676
BC000290-1	Naive	4.1266	-0.0080
BC002240-1	Th17	-3.0512	3.1973
BC000906-1	Th2	0.5359	3.7112
BC003470-1	Act2	4.2503	-3.4321
BC002623-1	Tregs	-4.2182	0.0867
BC000028-1	Naive	5.0917	0.4578
BC003454-1	Act2	3.6815	-3.6699
BC000952-1	Th2	-0.1678	5.6058
BC001394-1	Th17	-3.5646	3.4613
BC002709-1	Tregs	-5.4882	0.6194
BC001352-1	Th17	-1.7049	3.4472
BC001495-1	Th17	-3.9538	3.5388
BC002044-1	Th17	-3.4066	4.2118
BC003134-1	Th_CTL_like	-0.0818	-4.8948
BC002239-1	Th17	-3.5922	4.2586
BC000128-1	Naive	5.2390	0.2528
BC003297-1	Th_CTL_like	0.0210	-4.5793
BC000460-1	Naive	4.2955	-1.2441
BC000770-1	Tfh	3.7564	4.2304
BC000841-1	Th2	-0.3167	3.6763
BC000563-1	Tfh	3.9410	4.1604
BC001649-1	Th17	-3.7220	1.9634
BC000506-1	Tfh	4.3527	2.9105
BC003616-1	Act2	3.6030	-2.8368
BC003575-1	Act2	3.2881	-3.0170
BC000262-1	Naive	5.5896	0.3888
BC000182-1	Naive	5.3074	0.4864
BC001607-1	Th17	-3.8110	3.0946
BC003277-1	Th_CTL_like	-0.4542	-4.4132
BC001755-1	Th17	-4.4277	1.4270
BC001621-1	Th17	-2.4410	4.1330
BC000570-1	Tfh	3.3202	4.0556
BC000919-1	Th2	-0.5702	4.6430
BC001680-1	Th17	-3.1450	4.1616
BC001103-1	Th2	0.6709	4.0191
BC001003-1	Th2	-0.2656	3.0083
BC003179-1	Th_CTL_like	0.7984	-3.5219
BC002743-1	Act_circ	-3.9492	-3.0930
BC003761-1	Act2	3.1966	-3.8855
BC000625-1	Tfh	3.0212	3.4999
BC003021-1	Act_circ	-3.5204	-4.0738
BC003332-1	Th_CTL_like	1.4376	-5.3909
BC002394-1	Tregs	-3.9550	-0.1972
BC003963-1	Act2	3.2250	-3.3405
BC002911-1	Act_circ	-2.3234	-2.8044
BC003986-1	Act2	3.0142	-3.2066
BC001714-1	Th17	-4.1896	4.1602
BC001803-1	Th17	-3.1147	4.3096
BC000501-1	Tfh	4.3668	4.2998
BC002154-1	Th17	-4.2124	3.1764
BC000279-1	Naive	4.4305	-0.7111
BC002210-1	Th17	-3.5955	3.3949
BC001047-1	Th2	0.1850	3.0536
BC002490-1	Tregs	-5.6986	0.1193
BC002659-1	Tregs	-5.9242	0.4017
BC003264-1	Th_CTL_like	0.6521	-4.6588
BC003270-1	Th_CTL_like	-0.6086	-4.7234
BC001263-1	Th17	-4.7296	2.4251
BC002988-1	Act_circ	-4.0287	-3.0088
BC002526-1	Tregs	-4.2684	1.4337
BC000727-1	Tfh	3.3118	2.2296
BC000091-1	Naive	4.0337	-0.4853
BC001005-1	Th2	0.1302	4.6493
BC000872-1	Th2	0.3032	3.8814
BC000729-1	Tfh	3.4737	3.2233
BC001601-1	Th17	-2.6332	3.1020
BC002851-1	Act_circ	-3.9575	-3.5092
BC002912-1	Act_circ	-3.0933	-2.7126
BC003382-1	Th_CTL_like	-0.7737	-6.1686
BC001666-1	Th17	-4.5955	3.8294
BC002069-1	Th17	-2.9578	4.3898
BC001822-1	Th17	-4.4332	3.3281
BC001937-1	Th17	-2.8150	2.0132
BC003776-1	Act2	2.3799	-3.5052
BC000920-1	Th2	1.2447	5.0863
BC003375-1	Th_CTL_like	-0.4252	-5.4278
BC001846-1	Th17	-2.5913	4.2529
BC001612-1	Th17	-4.4122	3.0533
BC002430-1	Tregs	-4.4699	0.2195
BC002474-1	Tregs	-4.9485	-0.0335
BC001644-1	Th17	-3.5560	3.3344
BC002097-1	Th17	-3.3393	3.6522
BC002272-1	Th17	-3.6806	4.1740
BC001050-1	Th2	-0.1751	4.4934
BC003233-1	Th_CTL_like	0.2871	-5.3102
BC003065-1	Act_circ	-4.1524	-3.6508
BC002436-1	Tregs	-5.0814	-0.1041
BC003325-1	Th_CTL_like	-0.3987	-4.6854
BC001910-1	Th17	-4.3680	2.2059
BC001959-1	Th17	-2.3090	4.7818
BC003537-1	Act2	3.5243	-3.4471
BC000089-1	Naive	4.6604	1.2142
BC002029-1	Th17	-4.0208	3.9918
BC001053-1	Th2	-0.4169	4.6032
BC002457-1	Tregs	-5.4125	0.2505
BC003105-1	Act_circ	-4.2137	-3.4703
BC002065-1	Th17	-2.1146	4.3785
BC003254-1	Th_CTL_like	0.8875	-4.7479
BC002419-1	Tregs	-4.8949	-0.4370
BC002100-1	Th17	-3.9822	3.8796
BC001062-1	Th2	0.5963	4.9410
BC000395-1	Naive	5.3108	-0.9914
BC001877-1	Th17	-3.4181	2.4878
BC002774-1	Act_circ	-3.9869	-4.1442
BC001056-1	Th2	-0.5855	5.5052
BC000410-1	Naive	5.0893	-0.4778
BC001579-1	Th17	-4.2198	3.9728
BC002165-1	Th17	-3.8132	3.7360
BC000423-1	Naive	4.1653	-0.3291
BC001737-1	Th17	-3.8071	3.1499
BC003814-1	Act2	3.3935	-4.2865
BC001254-1	Th17	-3.0715	2.8562
BC002641-1	Tregs	-2.9223	0.1985
BC000971-1	Th2	0.2717	4.5994
BC001205-1	Th17	-3.4455	3.1833
BC000552-1	Tfh	2.9990	3.5906
BC000949-1	Th2	-1.5707	5.4615
BC003234-1	Th_CTL_like	-1.6377	-4.6867
BC001788-1	Th17	-3.2775	4.4865
BC002806-1	Act_circ	-3.2233	-3.7272
BC001898-1	Th17	-4.1280	3.7495
BC000745-1	Tfh	3.9889	3.1855
BC000398-1	Naive	4.2219	0.6173
BC002954-1	Act_circ	-3.1316	-3.5927
BC003285-1	Th_CTL_like	1.5791	-4.1572
BC000638-1	Tfh	3.8081	4.3349
BC003049-1	Act_circ	-4.6585	-4.3179
BC003899-1	Act2	4.9097	-3.8034
BC000289-1	Naive	4.8011	-0.8248
BC000693-1	Tfh	2.0302	2.3629
BC002128-1	Th17	-3.9889	4.6799
BC003524-1	Act2	4.4786	-3.5485
BC002352-1	Th17	-3.4809	4.3401
BC001118-1	Th2	-1.0465	5.3872
BC001124-1	Th2	1.3995	5.4831
BC003303-1	Th_CTL_like	-1.4939	-5.5701
BC001066-1	Th2	1.4943	4.1442
BC000710-1	Tfh	3.2535	3.2457
BC000653-1	Tfh	4.3619	3.2024
BC002116-1	Th17	-3.0592	4.0372
BC003541-1	Act2	4.0440	-3.3834
BC001974-1	Th17	-3.6453	2.4076
BC001109-1	Th2	-0.2840	3.8959
BC001747-1	Th17	-3.3011	2.8564
BC003445-1	Th_CTL_like	0.2629	-5.0897
BC003158-1	Th_CTL_like	-0.7262	-4.1028
BC000477-1	Tfh	3.0106	2.3618
BC002821-1	Act_circ	-2.9284	-2.9470
BC003120-1	Th_CTL_like	-0.0575	-5.5850
BC001584-1	Th17	-2.9761	3.2126
BC001598-1	Th17	-2.9830	2.5200
BC002648-1	Tregs	-3.4516	-1.7995
BC000463-1	Naive	5.9802	-1.0006
BC003526-1	Act2	4.0786	-3.8581
BC003900-1	Act2	4.1337	-4.6204
BC002935-1	Act_circ	-3.3310	-3.2427
BC001545-1	Th17	-3.5621	3.3537
BC000194-1	Naive	5.6900	-0.4176
BC000940-1	Th2	0.0860	5.6192
BC003885-1	Act2	3.4476	-4.0014
BC003911-1	Act2	3.9717	-2.5643
BC001938-1	Th17	-3.8231	4.0669
BC000439-1	Naive	4.5888	-0.8930
BC001042-1	Th2	0.3714	5.0272
BC002834-1	Act_circ	-3.4982	-3.0688
BC003860-1	Act2	3.9505	-3.6536
BC000980-1	Th2	-0.2486	4.7367
BC002961-1	Act_circ	-3.5870	-2.5827
BC001430-1	Th17	-2.2960	3.8547
BC001531-1	Th17	-3.0846	3.5221
BC001629-1	Th17	-2.1280	5.0729
BC001902-1	Th17	-2.7690	1.8341
BC003513-1	Act2	3.7099	-2.6282
BC001656-1	Th17	-3.0908	2.5771
BC002011-1	Th17	-4.3020	3.5747
BC001256-1	Th17	-3.1221	4.1229
BC002184-1	Th17	-2.4341	3.4193
BC003714-1	Act2	3.2984	-4.1906
BC002306-1	Th17	-3.3071	3.0854
BC001970-1	Th17	-3.6236	3.8406
BC000746-1	Tfh	2.8051	4.2622
BC003863-1	Act2	3.7841	-2.5121
BC002389-1	Tregs	-5.3831	0.1703
BC003042-1	Act_circ	-4.0832	-3.1166
BC000826-1	Tfh	2.6018	3.2069
BC003078-1	Act_circ	-2.7640	-3.8513
BC000325-1	Naive	5.4629	1.7557
BC003099-1	Act_circ	-2.7044	-2.5365
BC003253-1	Th_CTL_like	-0.5690	-5.4171
BC002551-1	Tregs	-5.3778	-0.0460
BC000029-1	Naive	5.2525	0.1039
BC000877-1	Th2	-0.4428	5.3513
BC000569-1	Tfh	4.1092	3.9399
BC003453-1	Act2	3.7838	-3.9979
BC000144-1	Naive	6.0771	-0.8836
BC000469-1	Tfh	2.7938	2.4420
BC003535-1	Act2	1.6896	-2.6970
BC000285-1	Naive	5.1080	-0.4473
BC000233-1	Naive	4.9485	-0.8784
BC001811-1	Th17	-3.3711	2.2477
BC001484-1	Th17	-3.6437	3.3348
BC003606-1	Act2	3.4994	-3.4802
BC000148-1	Naive	3.6378	0.4955
BC002924-1	Act_circ	-2.9111	-3.1719
BC003654-1	Act2	4.0223	-2.8911
BC000187-1	Naive	4.6951	0.8586
BC003852-1	Act2	3.5794	-3.5675
BC000594-1	Tfh	3.0860	3.6287
BC000106-1	Naive	4.0814	0.0538
BC000270-1	Naive	5.1142	-0.0215
BC002036-1	Th17	-3.9966	4.5311
BC002222-1	Th17	-3.3902	2.7418
BC001306-1	Th17	-3.2764	2.9288
BC002110-1	Th17	-2.9537	3.3228
BC003995-1	Act2	3.7034	-4.1255
BC003964-1	Act2	3.6071	-4.0274
BC000336-1	Naive	4.2998	-0.2931
BC002022-1	Th17	-4.0932	3.9819
BC002682-1	Tregs	-4.8555	-0.5989
BC003938-1	Act2	3.7411	-3.2476
BC001338-1	Th17	-2.9134	3.1163
BC001211-1	Th17	-2.9424	2.6001
BC001140-1	Th2	0.4182	5.1899
BC001222-1	Th17	-2.3357	4.4472
BC001914-1	Th17	-3.0195	2.1696
BC000007-1	Naive	4.4080	-0.7495
BC000984-1	Th2	0.0434	4.6621
BC002171-1	Th17	-2.6129	4.0799
BC003955-1	Act2	3.1355	-3.4349
BC001233-1	Th17	-3.9143	4.0287
BC001320-1	Th17	-2.8569	4.5712
BC003265-1	Th_CTL_like	-0.0730	-4.9080
BC000015-1	Naive	5.4079	-0.7340
BC001873-1	Th17	-4.3685	3.4271
BC001377-1	Th17	-2.8474	4.1546
BC003015-1	Act_circ	-3.8206	-4.1238
BC002842-1	Act_circ	-3.3530	-3.2145
BC000327-1	Naive	5.3713	0.1427
BC003358-1	Th_CTL_like	-2.2928	-4.0907
BC001454-1	Th17	-3.9117	2.7007
BC002405-1	Tregs	-5.0927	1.3110
BC000385-1	Naive	5.1968	-0.1209
BC001554-1	Th17	-5.2592	2.7228
BC003293-1	Th_CTL_like	0.3923	-5.2707
BC002269-1	Th17	-4.3973	3.8703
BC003316-1	Th_CTL_like	-0.3578	-5.6795
BC000383-1	Naive	4.8459	-0.2688
BC000237-1	Naive	5.1629	-0.6687
BC003693-1	Act2	3.1779	-4.3845
BC002312-1	Th17	-3.3067	2.9243
BC001383-1	Th17	-3.0378	3.1720
BC002051-1	Th17	-2.9884	4.5264
BC001727-1	Th17	-4.2692	3.5925
BC003387-1	Th_CTL_like	0.4532	-4.4970
BC000683-1	Tfh	3.9878	4.1867
BC000038-1	Naive	4.7610	0.2691
BC002987-1	Act_circ	-4.3146	-3.5444
BC002077-1	Th17	-5.0557	3.8511
BC000299-1	Naive	5.2489	0.2302
BC002606-1	Tregs	-4.9169	-0.4698
BC001442-1	Th17	-2.8824	3.7195
BC003762-1	Act2	3.6330	-1.8256
BC002870-1	Act_circ	-3.3991	-2.9249
BC000587-1	Tfh	3.3566	3.3315
BC002579-1	Tregs	-5.1764	-0.3751
BC000278-1	Naive	5.6271	1.2684
BC002268-1	Th17	-4.6032	3.7380
BC000087-1	Naive	6.0652	-0.4414
BC002967-1	Act_circ	-2.6579	-3.4144
BC003902-1	Act2	3.6436	-4.3188
BC000381-1	Naive	3.9681	-0.5985
BC002462-1	Tregs	-5.5678	-0.6043
BC001691-1	Th17	-3.1672	3.1096
BC000738-1	Tfh	2.8265	5.4188
BC003704-1	Act2	3.0479	-3.9855
BC000075-1	Naive	4.6639	-0.0349
BC002026-1	Th17	-3.5499	3.1221
BC001411-1	Th17	-4.4941	5.1057
BC003646-1	Act2	3.3115	-3.8337
BC003194-1	Th_CTL_like	0.3857	-5.6157
BC001186-1	Th17	-3.6148	2.8690
BC003840-1	Act2	3.1778	-3.4696
BC003702-1	Act2	2.7430	-4.8708
BC002733-1	Act_circ	-4.2988	-3.5726
BC000593-1	Tfh	3.2235	3.3060
BC002683-1	Tregs	-6.0892	-0.8694
BC003536-1	Act2	3.1524	-4.4562
BC000531-1	Tfh	3.2103	3.1421
BC003308-1	Th_CTL_like	-1.2722	-3.7221
BC003528-1	Act2	3.6879	-4.6131
BC003284-1	Th_CTL_like	-0.9123	-4.7811
BC001014-1	Th2	-0.2836	4.6737
BC001770-1	Th17	-3.6760	3.6391
BC001956-1	Th17	-1.4215	3.5389
BC003086-1	Act_circ	-3.3551	-3.2145
BC000055-1	Naive	5.3520	-0.1971
BC003220-1	Th_CTL_like	0.1640	-5.2261
BC003208-1	Th_CTL_like	-0.3396	-5.3985
BC001688-1	Th17	-2.9540	2.8549
BC001830-1	Th17	-3.0747	3.0734
BC002630-1	Tregs	-5.8641	-0.4314
BC003384-1	Th_CTL_like	0.0501	-4.9904
BC003281-1	Th_CTL_like	0.0229	-5.3644
BC002723-1	Tregs	-5.6540	-0.0415
BC000767-1	Tfh	3.5436	3.5751
BC003800-1	Act2	3.6374	-4.3414
BC003354-1	Th_CTL_like	-0.4856	-5.4435
BC000666-1	Tfh	3.3928	2.5323
